field_id,year,ndvi_mean,ndvi_std
0,2020,0.28121782954390473,0.2615922711050076
0,2021,0.28121782954390473,0.2615922711050076
0,2022,0.28121782954390473,0.2615922711050076
1,2020,0.28121782954390473,0.2615922711050076
1,2021,0.28121782954390473,0.2615922711050076
1,2022,0.28121782954390473,0.2615922711050076
2,2020,0.28121782954390473,0.2615922711050076
2,2021,0.28121782954390473,0.2615922711050076
2,2022,0.28121782954390473,0.2615922711050076
3,2020,0.28121782954390473,0.2615922711050076
3,2021,0.28121782954390473,0.2615922711050076
3,2022,0.28121782954390473,0.2615922711050076
4,2020,0.28121782954390473,0.2615922711050076
4,2021,0.28121782954390473,0.2615922711050076
4,2022,0.28121782954390473,0.2615922711050076
5,2020,0.28121782954390473,0.2615922711050076
5,2021,0.28121782954390473,0.2615922711050076
5,2022,0.28121782954390473,0.2615922711050076
6,2020,0.28121782954390473,0.2615922711050076
6,2021,0.28121782954390473,0.2615922711050076
6,2022,0.28121782954390473,0.2615922711050076
7,2020,0.28121782954390473,0.2615922711050076
7,2021,0.28121782954390473,0.2615922711050076
7,2022,0.28121782954390473,0.2615922711050076
8,2020,0.28121782954390473,0.2615922711050076
8,2021,0.28121782954390473,0.2615922711050076
8,2022,0.28121782954390473,0.2615922711050076
9,2020,0.28121782954390473,0.2615922711050076
9,2021,0.28121782954390473,0.2615922711050076
9,2022,0.28121782954390473,0.2615922711050076
10,2020,0.28121782954390473,0.2615922711050076
10,2021,0.28121782954390473,0.2615922711050076
10,2022,0.28121782954390473,0.2615922711050076
11,2020,0.28121782954390473,0.2615922711050076
11,2021,0.28121782954390473,0.2615922711050076
11,2022,0.28121782954390473,0.2615922711050076
12,2020,0.28121782954390473,0.2615922711050076
12,2021,0.28121782954390473,0.2615922711050076
12,2022,0.28121782954390473,0.2615922711050076
13,2020,0.28121782954390473,0.2615922711050076
13,2021,0.28121782954390473,0.2615922711050076
13,2022,0.28121782954390473,0.2615922711050076
14,2020,0.28121782954390473,0.2615922711050076
14,2021,0.28121782954390473,0.2615922711050076
14,2022,0.28121782954390473,0.2615922711050076
15,2020,0.28121782954390473,0.2615922711050076
15,2021,0.28121782954390473,0.2615922711050076
15,2022,0.28121782954390473,0.2615922711050076
16,2020,0.28121782954390473,0.2615922711050076
16,2021,0.28121782954390473,0.2615922711050076
16,2022,0.28121782954390473,0.2615922711050076
17,2020,0.28121782954390473,0.2615922711050076
17,2021,0.28121782954390473,0.2615922711050076
17,2022,0.28121782954390473,0.2615922711050076
18,2020,0.28121782954390473,0.2615922711050076
18,2021,0.28121782954390473,0.2615922711050076
18,2022,0.28121782954390473,0.2615922711050076
19,2020,0.28121782954390473,0.2615922711050076
19,2021,0.28121782954390473,0.2615922711050076
19,2022,0.28121782954390473,0.2615922711050076
20,2020,0.28121782954390473,0.2615922711050076
20,2021,0.28121782954390473,0.2615922711050076
20,2022,0.28121782954390473,0.2615922711050076
21,2020,0.28121782954390473,0.2615922711050076
21,2021,0.28121782954390473,0.2615922711050076
21,2022,0.28121782954390473,0.2615922711050076
22,2020,0.28121782954390473,0.2615922711050076
22,2021,0.28121782954390473,0.2615922711050076
22,2022,0.28121782954390473,0.2615922711050076
23,2020,0.28121782954390473,0.2615922711050076
23,2021,0.28121782954390473,0.2615922711050076
23,2022,0.28121782954390473,0.2615922711050076
24,2020,0.28121782954390473,0.2615922711050076
24,2021,0.28121782954390473,0.2615922711050076
24,2022,0.28121782954390473,0.2615922711050076
25,2020,0.28121782954390473,0.2615922711050076
25,2021,0.28121782954390473,0.2615922711050076
25,2022,0.28121782954390473,0.2615922711050076
26,2020,0.28121782954390473,0.2615922711050076
26,2021,0.28121782954390473,0.2615922711050076
26,2022,0.28121782954390473,0.2615922711050076
27,2020,0.28121782954390473,0.2615922711050076
27,2021,0.28121782954390473,0.2615922711050076
27,2022,0.28121782954390473,0.2615922711050076
28,2020,0.28121782954390473,0.2615922711050076
28,2021,0.28121782954390473,0.2615922711050076
28,2022,0.28121782954390473,0.2615922711050076
29,2020,0.28121782954390473,0.2615922711050076
29,2021,0.28121782954390473,0.2615922711050076
29,2022,0.28121782954390473,0.2615922711050076
30,2020,0.28121782954390473,0.2615922711050076
30,2021,0.28121782954390473,0.2615922711050076
30,2022,0.28121782954390473,0.2615922711050076
31,2020,0.28121782954390473,0.2615922711050076
31,2021,0.28121782954390473,0.2615922711050076
31,2022,0.28121782954390473,0.2615922711050076
32,2020,0.28121782954390473,0.2615922711050076
32,2021,0.28121782954390473,0.2615922711050076
32,2022,0.28121782954390473,0.2615922711050076
33,2020,0.28121782954390473,0.2615922711050076
33,2021,0.28121782954390473,0.2615922711050076
33,2022,0.28121782954390473,0.2615922711050076
34,2020,0.28121782954390473,0.2615922711050076
34,2021,0.28121782954390473,0.2615922711050076
34,2022,0.28121782954390473,0.2615922711050076
35,2020,0.28121782954390473,0.2615922711050076
35,2021,0.28121782954390473,0.2615922711050076
35,2022,0.28121782954390473,0.2615922711050076
36,2020,0.28121782954390473,0.2615922711050076
36,2021,0.28121782954390473,0.2615922711050076
36,2022,0.28121782954390473,0.2615922711050076
37,2020,0.28121782954390473,0.2615922711050076
37,2021,0.28121782954390473,0.2615922711050076
37,2022,0.28121782954390473,0.2615922711050076
38,2020,0.28121782954390473,0.2615922711050076
38,2021,0.28121782954390473,0.2615922711050076
38,2022,0.28121782954390473,0.2615922711050076
39,2020,0.28121782954390473,0.2615922711050076
39,2021,0.28121782954390473,0.2615922711050076
39,2022,0.28121782954390473,0.2615922711050076
40,2020,0.28121782954390473,0.2615922711050076
40,2021,0.28121782954390473,0.2615922711050076
40,2022,0.28121782954390473,0.2615922711050076
41,2020,0.28121782954390473,0.2615922711050076
41,2021,0.28121782954390473,0.2615922711050076
41,2022,0.28121782954390473,0.2615922711050076
42,2020,0.28121782954390473,0.2615922711050076
42,2021,0.28121782954390473,0.2615922711050076
42,2022,0.28121782954390473,0.2615922711050076
43,2020,0.28121782954390473,0.2615922711050076
43,2021,0.28121782954390473,0.2615922711050076
43,2022,0.28121782954390473,0.2615922711050076
44,2020,0.28121782954390473,0.2615922711050076
44,2021,0.28121782954390473,0.2615922711050076
44,2022,0.28121782954390473,0.2615922711050076
45,2020,0.28121782954390473,0.2615922711050076
45,2021,0.28121782954390473,0.2615922711050076
45,2022,0.28121782954390473,0.2615922711050076
46,2020,0.28121782954390473,0.2615922711050076
46,2021,0.28121782954390473,0.2615922711050076
46,2022,0.28121782954390473,0.2615922711050076
47,2020,0.28121782954390473,0.2615922711050076
47,2021,0.28121782954390473,0.2615922711050076
47,2022,0.28121782954390473,0.2615922711050076
48,2020,0.28121782954390473,0.2615922711050076
48,2021,0.28121782954390473,0.2615922711050076
48,2022,0.28121782954390473,0.2615922711050076
49,2020,0.28121782954390473,0.2615922711050076
49,2021,0.28121782954390473,0.2615922711050076
49,2022,0.28121782954390473,0.2615922711050076
50,2020,0.28121782954390473,0.2615922711050076
50,2021,0.28121782954390473,0.2615922711050076
50,2022,0.28121782954390473,0.2615922711050076
51,2020,0.28121782954390473,0.2615922711050076
51,2021,0.28121782954390473,0.2615922711050076
51,2022,0.28121782954390473,0.2615922711050076
52,2020,0.28121782954390473,0.2615922711050076
52,2021,0.28121782954390473,0.2615922711050076
52,2022,0.28121782954390473,0.2615922711050076
53,2020,0.28121782954390473,0.2615922711050076
53,2021,0.28121782954390473,0.2615922711050076
53,2022,0.28121782954390473,0.2615922711050076
54,2020,0.28121782954390473,0.2615922711050076
54,2021,0.28121782954390473,0.2615922711050076
54,2022,0.28121782954390473,0.2615922711050076
55,2020,0.28121782954390473,0.2615922711050076
55,2021,0.28121782954390473,0.2615922711050076
55,2022,0.28121782954390473,0.2615922711050076
56,2020,0.28121782954390473,0.2615922711050076
56,2021,0.28121782954390473,0.2615922711050076
56,2022,0.28121782954390473,0.2615922711050076
57,2020,0.28121782954390473,0.2615922711050076
57,2021,0.28121782954390473,0.2615922711050076
57,2022,0.28121782954390473,0.2615922711050076
58,2020,0.28121782954390473,0.2615922711050076
58,2021,0.28121782954390473,0.2615922711050076
58,2022,0.28121782954390473,0.2615922711050076
59,2020,0.28121782954390473,0.2615922711050076
59,2021,0.28121782954390473,0.2615922711050076
59,2022,0.28121782954390473,0.2615922711050076
60,2020,0.28121782954390473,0.2615922711050076
60,2021,0.28121782954390473,0.2615922711050076
60,2022,0.28121782954390473,0.2615922711050076
61,2020,0.28121782954390473,0.2615922711050076
61,2021,0.28121782954390473,0.2615922711050076
61,2022,0.28121782954390473,0.2615922711050076
62,2020,0.28121782954390473,0.2615922711050076
62,2021,0.28121782954390473,0.2615922711050076
62,2022,0.28121782954390473,0.2615922711050076
63,2020,0.28121782954390473,0.2615922711050076
63,2021,0.28121782954390473,0.2615922711050076
63,2022,0.28121782954390473,0.2615922711050076
64,2020,0.28121782954390473,0.2615922711050076
64,2021,0.28121782954390473,0.2615922711050076
64,2022,0.28121782954390473,0.2615922711050076
65,2020,0.28121782954390473,0.2615922711050076
65,2021,0.28121782954390473,0.2615922711050076
65,2022,0.28121782954390473,0.2615922711050076
66,2020,0.28121782954390473,0.2615922711050076
66,2021,0.28121782954390473,0.2615922711050076
66,2022,0.28121782954390473,0.2615922711050076
67,2020,0.28121782954390473,0.2615922711050076
67,2021,0.28121782954390473,0.2615922711050076
67,2022,0.28121782954390473,0.2615922711050076
68,2020,0.28121782954390473,0.2615922711050076
68,2021,0.28121782954390473,0.2615922711050076
68,2022,0.28121782954390473,0.2615922711050076
69,2020,0.28121782954390473,0.2615922711050076
69,2021,0.28121782954390473,0.2615922711050076
69,2022,0.28121782954390473,0.2615922711050076
70,2020,0.28121782954390473,0.2615922711050076
70,2021,0.28121782954390473,0.2615922711050076
70,2022,0.28121782954390473,0.2615922711050076
71,2020,0.28121782954390473,0.2615922711050076
71,2021,0.28121782954390473,0.2615922711050076
71,2022,0.28121782954390473,0.2615922711050076
72,2020,0.28121782954390473,0.2615922711050076
72,2021,0.28121782954390473,0.2615922711050076
72,2022,0.28121782954390473,0.2615922711050076
73,2020,0.28121782954390473,0.2615922711050076
73,2021,0.28121782954390473,0.2615922711050076
73,2022,0.28121782954390473,0.2615922711050076
74,2020,0.28121782954390473,0.2615922711050076
74,2021,0.28121782954390473,0.2615922711050076
74,2022,0.28121782954390473,0.2615922711050076
75,2020,0.28121782954390473,0.2615922711050076
75,2021,0.28121782954390473,0.2615922711050076
75,2022,0.28121782954390473,0.2615922711050076
76,2020,0.28121782954390473,0.2615922711050076
76,2021,0.28121782954390473,0.2615922711050076
76,2022,0.28121782954390473,0.2615922711050076
77,2020,0.28121782954390473,0.2615922711050076
77,2021,0.28121782954390473,0.2615922711050076
77,2022,0.28121782954390473,0.2615922711050076
78,2020,0.28121782954390473,0.2615922711050076
78,2021,0.28121782954390473,0.2615922711050076
78,2022,0.28121782954390473,0.2615922711050076
79,2020,0.28121782954390473,0.2615922711050076
79,2021,0.28121782954390473,0.2615922711050076
79,2022,0.28121782954390473,0.2615922711050076
80,2020,0.28121782954390473,0.2615922711050076
80,2021,0.28121782954390473,0.2615922711050076
80,2022,0.28121782954390473,0.2615922711050076
81,2020,0.28121782954390473,0.2615922711050076
81,2021,0.28121782954390473,0.2615922711050076
81,2022,0.28121782954390473,0.2615922711050076
82,2020,0.28121782954390473,0.2615922711050076
82,2021,0.28121782954390473,0.2615922711050076
82,2022,0.28121782954390473,0.2615922711050076
83,2020,0.28121782954390473,0.2615922711050076
83,2021,0.28121782954390473,0.2615922711050076
83,2022,0.28121782954390473,0.2615922711050076
84,2020,0.28121782954390473,0.2615922711050076
84,2021,0.28121782954390473,0.2615922711050076
84,2022,0.28121782954390473,0.2615922711050076
85,2020,0.28121782954390473,0.2615922711050076
85,2021,0.28121782954390473,0.2615922711050076
85,2022,0.28121782954390473,0.2615922711050076
86,2020,0.28121782954390473,0.2615922711050076
86,2021,0.28121782954390473,0.2615922711050076
86,2022,0.28121782954390473,0.2615922711050076
87,2020,0.28121782954390473,0.2615922711050076
87,2021,0.28121782954390473,0.2615922711050076
87,2022,0.28121782954390473,0.2615922711050076
88,2020,0.28121782954390473,0.2615922711050076
88,2021,0.28121782954390473,0.2615922711050076
88,2022,0.28121782954390473,0.2615922711050076
89,2020,0.28121782954390473,0.2615922711050076
89,2021,0.28121782954390473,0.2615922711050076
89,2022,0.28121782954390473,0.2615922711050076
90,2020,0.28121782954390473,0.2615922711050076
90,2021,0.28121782954390473,0.2615922711050076
90,2022,0.28121782954390473,0.2615922711050076
91,2020,0.28121782954390473,0.2615922711050076
91,2021,0.28121782954390473,0.2615922711050076
91,2022,0.28121782954390473,0.2615922711050076
92,2020,0.28121782954390473,0.2615922711050076
92,2021,0.28121782954390473,0.2615922711050076
92,2022,0.28121782954390473,0.2615922711050076
93,2020,0.28121782954390473,0.2615922711050076
93,2021,0.28121782954390473,0.2615922711050076
93,2022,0.28121782954390473,0.2615922711050076
94,2020,0.28121782954390473,0.2615922711050076
94,2021,0.28121782954390473,0.2615922711050076
94,2022,0.28121782954390473,0.2615922711050076
95,2020,0.28121782954390473,0.2615922711050076
95,2021,0.28121782954390473,0.2615922711050076
95,2022,0.28121782954390473,0.2615922711050076
96,2020,0.28121782954390473,0.2615922711050076
96,2021,0.28121782954390473,0.2615922711050076
96,2022,0.28121782954390473,0.2615922711050076
97,2020,0.28121782954390473,0.2615922711050076
97,2021,0.28121782954390473,0.2615922711050076
97,2022,0.28121782954390473,0.2615922711050076
98,2020,0.28121782954390473,0.2615922711050076
98,2021,0.28121782954390473,0.2615922711050076
98,2022,0.28121782954390473,0.2615922711050076
99,2020,0.28121782954390473,0.2615922711050076
99,2021,0.28121782954390473,0.2615922711050076
99,2022,0.28121782954390473,0.2615922711050076
